"ID","SalePrice"
1461,124375.013888889
1462,244214.357142857
1463,124375.013888889
1464,124375.013888889
1465,124375.013888889
1466,124375.013888889
1467,124375.013888889
1468,124375.013888889
1469,244214.357142857
1470,124375.013888889
1471,124375.013888889
1472,124375.013888889
1473,124375.013888889
1474,124375.013888889
1475,124375.013888889
1476,281964.525252525
1477,244214.357142857
1478,244214.357142857
1479,124375.013888889
1480,244214.357142857
1481,281964.525252525
1482,124375.013888889
1483,244214.357142857
1484,124375.013888889
1485,124375.013888889
1486,124375.013888889
1487,124375.013888889
1488,124375.013888889
1489,244214.357142857
1490,244214.357142857
1491,124375.013888889
1492,124375.013888889
1493,124375.013888889
1494,281964.525252525
1495,281964.525252525
1496,173613.584745763
1497,173613.584745763
1498,173613.584745763
1499,173613.584745763
1500,173613.584745763
1501,173613.584745763
1502,173613.584745763
1503,182957.190217391
1504,219094.791469194
1505,160832.164502164
1506,124375.013888889
1507,124375.013888889
1508,124375.013888889
1509,124375.013888889
1510,124375.013888889
1511,244214.357142857
1512,244214.357142857
1513,124375.013888889
1514,151007.352941176
1515,124375.013888889
1516,141436.842105263
1517,124375.013888889
1518,124375.013888889
1519,124375.013888889
1520,124375.013888889
1521,244214.357142857
1522,124375.013888889
1523,124375.013888889
1524,124375.013888889
1525,244214.357142857
1526,124375.013888889
1527,124375.013888889
1528,124375.013888889
1529,244214.357142857
1530,124375.013888889
1531,124375.013888889
1532,124375.013888889
1533,124375.013888889
1534,124375.013888889
1535,124375.013888889
1536,124375.013888889
1537,124375.013888889
1538,124375.013888889
1539,124375.013888889
1540,151007.352941176
1541,124375.013888889
1542,124375.013888889
1543,124375.013888889
1544,124375.013888889
1545,124375.013888889
1546,124375.013888889
1547,124375.013888889
1548,124375.013888889
1549,124375.013888889
1550,124375.013888889
1551,124375.013888889
1552,124375.013888889
1553,124375.013888889
1554,124375.013888889
1555,244214.357142857
1556,124375.013888889
1557,124375.013888889
1558,124375.013888889
1559,173613.584745763
1560,124375.013888889
1561,124375.013888889
1562,124375.013888889
1563,124375.013888889
1564,124375.013888889
1565,281964.525252525
1566,124375.013888889
1567,141436.842105263
1568,124375.013888889
1569,141436.842105263
1570,124375.013888889
1571,124375.013888889
1572,124375.013888889
1573,124375.013888889
1574,124375.013888889
1575,244214.357142857
1576,281964.525252525
1577,124375.013888889
1578,141436.842105263
1579,151007.352941176
1580,124375.013888889
1581,124375.013888889
1582,124375.013888889
1583,124375.013888889
1584,124375.013888889
1585,124375.013888889
1586,124375.013888889
1587,124375.013888889
1588,124375.013888889
1589,141436.842105263
1590,124375.013888889
1591,124375.013888889
1592,124375.013888889
1593,124375.013888889
1594,124375.013888889
1595,124375.013888889
1596,124375.013888889
1597,124375.013888889
1598,151007.352941176
1599,124375.013888889
1600,124375.013888889
1601,124375.013888889
1602,124375.013888889
1603,160832.164502164
1604,124375.013888889
1605,281964.525252525
1606,124375.013888889
1607,124375.013888889
1608,244214.357142857
1609,124375.013888889
1610,124375.013888889
1611,244214.357142857
1612,244214.357142857
1613,124375.013888889
1614,124375.013888889
1615,124375.013888889
1616,124375.013888889
1617,124375.013888889
1618,124375.013888889
1619,124375.013888889
1620,124375.013888889
1621,124375.013888889
1622,124375.013888889
1623,124375.013888889
1624,124375.013888889
1625,124375.013888889
1626,244214.357142857
1627,281964.525252525
1628,124375.013888889
1629,124375.013888889
1630,124375.013888889
1631,124375.013888889
1632,124375.013888889
1633,124375.013888889
1634,124375.013888889
1635,124375.013888889
1636,124375.013888889
1637,281964.525252525
1638,124375.013888889
1639,124375.013888889
1640,124375.013888889
1641,124375.013888889
1642,219094.791469194
1643,219094.791469194
1644,219094.791469194
1645,124375.013888889
1646,124375.013888889
1647,244214.357142857
1648,124375.013888889
1649,124375.013888889
1650,124375.013888889
1651,124375.013888889
1652,124375.013888889
1653,124375.013888889
1654,124375.013888889
1655,124375.013888889
1656,124375.013888889
1657,124375.013888889
1658,124375.013888889
1659,124375.013888889
1660,124375.013888889
1661,281964.525252525
1662,281964.525252525
1663,244214.357142857
1664,244214.357142857
1665,244214.357142857
1666,244214.357142857
1667,124375.013888889
1668,244214.357142857
1669,124375.013888889
1670,244214.357142857
1671,244214.357142857
1672,244214.357142857
1673,281964.525252525
1674,124375.013888889
1675,124375.013888889
1676,124375.013888889
1677,124375.013888889
1678,244214.357142857
1679,244214.357142857
1680,124375.013888889
1681,124375.013888889
1682,244214.357142857
1683,124375.013888889
1684,124375.013888889
1685,124375.013888889
1686,124375.013888889
1687,124375.013888889
1688,124375.013888889
1689,124375.013888889
1690,124375.013888889
1691,124375.013888889
1692,124375.013888889
1693,124375.013888889
1694,124375.013888889
1695,124375.013888889
1696,124375.013888889
1697,124375.013888889
1698,281964.525252525
1699,124375.013888889
1700,124375.013888889
1701,124375.013888889
1702,244214.357142857
1703,124375.013888889
1704,244214.357142857
1705,124375.013888889
1706,244214.357142857
1707,244214.357142857
1708,160832.164502164
1709,244214.357142857
1710,160832.164502164
1711,281964.525252525
1712,160832.164502164
1713,244214.357142857
1714,182957.190217391
1715,219094.791469194
1716,124375.013888889
1717,124375.013888889
1718,124375.013888889
1719,281964.525252525
1720,124375.013888889
1721,124375.013888889
1722,124375.013888889
1723,124375.013888889
1724,124375.013888889
1725,124375.013888889
1726,124375.013888889
1727,124375.013888889
1728,124375.013888889
1729,124375.013888889
1730,124375.013888889
1731,124375.013888889
1732,124375.013888889
1733,124375.013888889
1734,124375.013888889
1735,124375.013888889
1736,124375.013888889
1737,124375.013888889
1738,124375.013888889
1739,173613.584745763
1740,173613.584745763
1741,173613.584745763
1742,173613.584745763
1743,173613.584745763
1744,124375.013888889
1745,244214.357142857
1746,124375.013888889
1747,124375.013888889
1748,124375.013888889
1749,124375.013888889
1750,124375.013888889
1751,124375.013888889
1752,124375.013888889
1753,124375.013888889
1754,124375.013888889
1755,124375.013888889
1756,124375.013888889
1757,124375.013888889
1758,124375.013888889
1759,124375.013888889
1760,244214.357142857
1761,244214.357142857
1762,124375.013888889
1763,151007.352941176
1764,124375.013888889
1765,244214.357142857
1766,244214.357142857
1767,124375.013888889
1768,124375.013888889
1769,124375.013888889
1770,124375.013888889
1771,124375.013888889
1772,124375.013888889
1773,124375.013888889
1774,124375.013888889
1775,124375.013888889
1776,124375.013888889
1777,124375.013888889
1778,124375.013888889
1779,124375.013888889
1780,124375.013888889
1781,124375.013888889
1782,124375.013888889
1783,124375.013888889
1784,124375.013888889
1785,124375.013888889
1786,124375.013888889
1787,124375.013888889
1788,141436.842105263
1789,124375.013888889
1790,124375.013888889
1791,151007.352941176
1792,244214.357142857
1793,124375.013888889
1794,124375.013888889
1795,244214.357142857
1796,124375.013888889
1797,124375.013888889
1798,124375.013888889
1799,124375.013888889
1800,124375.013888889
1801,124375.013888889
1802,124375.013888889
1803,124375.013888889
1804,124375.013888889
1805,124375.013888889
1806,124375.013888889
1807,124375.013888889
1808,141436.842105263
1809,281964.525252525
1810,124375.013888889
1811,124375.013888889
1812,124375.013888889
1813,124375.013888889
1814,124375.013888889
1815,124375.013888889
1816,124375.013888889
1817,124375.013888889
1818,124375.013888889
1819,124375.013888889
1820,122641.692307692
1821,124375.013888889
1822,124375.013888889
1823,160832.164502164
1824,124375.013888889
1825,124375.013888889
1826,124375.013888889
1827,124375.013888889
1828,124375.013888889
1829,124375.013888889
1830,124375.013888889
1831,124375.013888889
1832,124375.013888889
1833,124375.013888889
1834,124375.013888889
1835,124375.013888889
1836,124375.013888889
1837,151007.352941176
1838,124375.013888889
1839,124375.013888889
1840,124375.013888889
1841,124375.013888889
1842,124375.013888889
1843,124375.013888889
1844,124375.013888889
1845,151007.352941176
1846,151007.352941176
1847,124375.013888889
1848,124375.013888889
1849,124375.013888889
1850,124375.013888889
1851,124375.013888889
1852,124375.013888889
1853,124375.013888889
1854,124375.013888889
1855,124375.013888889
1856,281964.525252525
1857,281964.525252525
1858,124375.013888889
1859,124375.013888889
1860,124375.013888889
1861,124375.013888889
1862,124375.013888889
1863,124375.013888889
1864,124375.013888889
1865,244214.357142857
1866,124375.013888889
1867,124375.013888889
1868,124375.013888889
1869,124375.013888889
1870,244214.357142857
1871,124375.013888889
1872,124375.013888889
1873,124375.013888889
1874,124375.013888889
1875,124375.013888889
1876,124375.013888889
1877,124375.013888889
1878,124375.013888889
1879,124375.013888889
1880,124375.013888889
1881,244214.357142857
1882,124375.013888889
1883,124375.013888889
1884,124375.013888889
1885,244214.357142857
1886,124375.013888889
1887,124375.013888889
1888,244214.357142857
1889,281964.525252525
1890,124375.013888889
1891,124375.013888889
1892,124375.013888889
1893,124375.013888889
1894,124375.013888889
1895,124375.013888889
1896,124375.013888889
1897,124375.013888889
1898,124375.013888889
1899,124375.013888889
1900,124375.013888889
1901,124375.013888889
1902,124375.013888889
1903,124375.013888889
1904,124375.013888889
1905,244214.357142857
1906,124375.013888889
1907,244214.357142857
1908,124375.013888889
1909,124375.013888889
1910,124375.013888889
1911,124375.013888889
1912,124375.013888889
1913,124375.013888889
1914,160832.164502164
1915,124375.013888889
1916,141436.842105263
1917,124375.013888889
1918,124375.013888889
1919,124375.013888889
1920,244214.357142857
1921,244214.357142857
1922,124375.013888889
1923,124375.013888889
1924,151007.352941176
1925,124375.013888889
1926,244214.357142857
1927,124375.013888889
1928,244214.357142857
1929,124375.013888889
1930,124375.013888889
1931,124375.013888889
1932,124375.013888889
1933,124375.013888889
1934,124375.013888889
1935,124375.013888889
1936,124375.013888889
1937,124375.013888889
1938,124375.013888889
1939,124375.013888889
1940,124375.013888889
1941,124375.013888889
1942,124375.013888889
1943,124375.013888889
1944,281964.525252525
1945,124375.013888889
1946,124375.013888889
1947,124375.013888889
1948,124375.013888889
1949,124375.013888889
1950,124375.013888889
1951,124375.013888889
1952,244214.357142857
1953,244214.357142857
1954,124375.013888889
1955,124375.013888889
1956,124375.013888889
1957,124375.013888889
1958,124375.013888889
1959,124375.013888889
1960,124375.013888889
1961,124375.013888889
1962,124375.013888889
1963,124375.013888889
1964,124375.013888889
1965,124375.013888889
1966,124375.013888889
1967,244214.357142857
1968,244214.357142857
1969,244214.357142857
1970,281964.525252525
1971,281964.525252525
1972,281964.525252525
1973,124375.013888889
1974,281964.525252525
1975,244214.357142857
1976,244214.357142857
1977,281964.525252525
1978,281964.525252525
1979,124375.013888889
1980,151007.352941176
1981,151007.352941176
1982,124375.013888889
1983,124375.013888889
1984,124375.013888889
1985,124375.013888889
1986,124375.013888889
1987,124375.013888889
1988,124375.013888889
1989,124375.013888889
1990,124375.013888889
1991,124375.013888889
1992,124375.013888889
1993,124375.013888889
1994,124375.013888889
1995,124375.013888889
1996,281964.525252525
1997,124375.013888889
1998,244214.357142857
1999,281964.525252525
2000,124375.013888889
2001,281964.525252525
2002,124375.013888889
2003,124375.013888889
2004,124375.013888889
2005,244214.357142857
2006,160832.164502164
2007,244214.357142857
2008,160832.164502164
2009,124375.013888889
2010,124375.013888889
2011,124375.013888889
2012,244214.357142857
2013,124375.013888889
2014,124375.013888889
2015,124375.013888889
2016,124375.013888889
2017,124375.013888889
2018,124375.013888889
2019,124375.013888889
2020,124375.013888889
2021,124375.013888889
2022,244214.357142857
2023,124375.013888889
2024,124375.013888889
2025,281964.525252525
2026,173613.584745763
2027,173613.584745763
2028,173613.584745763
2029,173613.584745763
2030,173613.584745763
2031,173613.584745763
2032,173613.584745763
2033,173613.584745763
2034,173613.584745763
2035,219094.791469194
2036,173613.584745763
2037,173613.584745763
2038,173613.584745763
2039,124375.013888889
2040,124375.013888889
2041,244214.357142857
2042,219094.791469194
2043,124375.013888889
2044,244214.357142857
2045,124375.013888889
2046,124375.013888889
2047,124375.013888889
2048,124375.013888889
2049,124375.013888889
2050,124375.013888889
2051,124375.013888889
2052,244214.357142857
2053,124375.013888889
2054,124375.013888889
2055,124375.013888889
2056,124375.013888889
2057,124375.013888889
2058,281964.525252525
2059,124375.013888889
2060,244214.357142857
2061,244214.357142857
2062,124375.013888889
2063,124375.013888889
2064,244214.357142857
2065,124375.013888889
2066,244214.357142857
2067,124375.013888889
2068,124375.013888889
2069,124375.013888889
2070,124375.013888889
2071,124375.013888889
2072,124375.013888889
2073,124375.013888889
2074,124375.013888889
2075,124375.013888889
2076,124375.013888889
2077,124375.013888889
2078,124375.013888889
2079,124375.013888889
2080,124375.013888889
2081,124375.013888889
2082,151007.352941176
2083,124375.013888889
2084,124375.013888889
2085,124375.013888889
2086,124375.013888889
2087,124375.013888889
2088,124375.013888889
2089,124375.013888889
2090,124375.013888889
2091,124375.013888889
2092,124375.013888889
2093,141436.842105263
2094,124375.013888889
2095,124375.013888889
2096,124375.013888889
2097,124375.013888889
2098,124375.013888889
2099,124375.013888889
2100,244214.357142857
2101,124375.013888889
2102,124375.013888889
2103,124375.013888889
2104,124375.013888889
2105,124375.013888889
2106,124375.013888889
2107,124375.013888889
2108,124375.013888889
2109,124375.013888889
2110,124375.013888889
2111,124375.013888889
2112,124375.013888889
2113,124375.013888889
2114,124375.013888889
2115,124375.013888889
2116,124375.013888889
2117,124375.013888889
2118,124375.013888889
2119,124375.013888889
2120,124375.013888889
2121,244214.357142857
2122,124375.013888889
2123,124375.013888889
2124,124375.013888889
2125,124375.013888889
2126,124375.013888889
2127,124375.013888889
2128,124375.013888889
2129,124375.013888889
2130,124375.013888889
2131,124375.013888889
2132,124375.013888889
2133,124375.013888889
2134,124375.013888889
2135,124375.013888889
2136,124375.013888889
2137,244214.357142857
2138,124375.013888889
2139,124375.013888889
2140,124375.013888889
2141,124375.013888889
2142,124375.013888889
2143,124375.013888889
2144,124375.013888889
2145,244214.357142857
2146,244214.357142857
2147,124375.013888889
2148,124375.013888889
2149,124375.013888889
2150,244214.357142857
2151,124375.013888889
2152,141436.842105263
2153,124375.013888889
2154,124375.013888889
2155,124375.013888889
2156,124375.013888889
2157,124375.013888889
2158,124375.013888889
2159,151007.352941176
2160,124375.013888889
2161,124375.013888889
2162,244214.357142857
2163,244214.357142857
2164,124375.013888889
2165,124375.013888889
2166,124375.013888889
2167,124375.013888889
2168,124375.013888889
2169,124375.013888889
2170,124375.013888889
2171,124375.013888889
2172,124375.013888889
2173,124375.013888889
2174,124375.013888889
2175,124375.013888889
2176,124375.013888889
2177,124375.013888889
2178,281964.525252525
2179,124375.013888889
2180,151007.352941176
2181,124375.013888889
2182,244214.357142857
2183,124375.013888889
2184,124375.013888889
2185,124375.013888889
2186,124375.013888889
2187,124375.013888889
2188,124375.013888889
2189,244214.357142857
2190,124375.013888889
2191,124375.013888889
2192,124375.013888889
2193,124375.013888889
2194,124375.013888889
2195,124375.013888889
2196,124375.013888889
2197,124375.013888889
2198,124375.013888889
2199,124375.013888889
2200,124375.013888889
2201,124375.013888889
2202,124375.013888889
2203,124375.013888889
2204,124375.013888889
2205,124375.013888889
2206,124375.013888889
2207,281964.525252525
2208,124375.013888889
2209,124375.013888889
2210,124375.013888889
2211,124375.013888889
2212,124375.013888889
2213,124375.013888889
2214,124375.013888889
2215,124375.013888889
2216,124375.013888889
2217,160832.164502164
2218,173613.584745763
2219,122641.692307692
2220,173613.584745763
2221,124375.013888889
2222,124375.013888889
2223,124375.013888889
2224,124375.013888889
2225,124375.013888889
2226,124375.013888889
2227,124375.013888889
2228,124375.013888889
2229,281964.525252525
2230,124375.013888889
2231,281964.525252525
2232,124375.013888889
2233,244214.357142857
2234,244214.357142857
2235,124375.013888889
2236,124375.013888889
2237,244214.357142857
2238,151007.352941176
2239,124375.013888889
2240,124375.013888889
2241,151007.352941176
2242,124375.013888889
2243,124375.013888889
2244,124375.013888889
2245,124375.013888889
2246,124375.013888889
2247,124375.013888889
2248,124375.013888889
2249,124375.013888889
2250,124375.013888889
2251,173613.584745763
2252,244214.357142857
2253,124375.013888889
2254,124375.013888889
2255,124375.013888889
2256,124375.013888889
2257,124375.013888889
2258,124375.013888889
2259,124375.013888889
2260,244214.357142857
2261,124375.013888889
2262,124375.013888889
2263,281964.525252525
2264,124375.013888889
2265,151007.352941176
2266,124375.013888889
2267,244214.357142857
2268,244214.357142857
2269,124375.013888889
2270,124375.013888889
2271,244214.357142857
2272,124375.013888889
2273,124375.013888889
2274,124375.013888889
2275,244214.357142857
2276,124375.013888889
2277,124375.013888889
2278,124375.013888889
2279,124375.013888889
2280,124375.013888889
2281,124375.013888889
2282,124375.013888889
2283,124375.013888889
2284,124375.013888889
2285,124375.013888889
2286,124375.013888889
2287,244214.357142857
2288,244214.357142857
2289,244214.357142857
2290,281964.525252525
2291,281964.525252525
2292,244214.357142857
2293,244214.357142857
2294,281964.525252525
2295,124375.013888889
2296,281964.525252525
2297,281964.525252525
2298,244214.357142857
2299,281964.525252525
2300,281964.525252525
2301,124375.013888889
2302,124375.013888889
2303,124375.013888889
2304,281964.525252525
2305,124375.013888889
2306,124375.013888889
2307,124375.013888889
2308,124375.013888889
2309,124375.013888889
2310,124375.013888889
2311,124375.013888889
2312,124375.013888889
2313,124375.013888889
2314,124375.013888889
2315,124375.013888889
2316,124375.013888889
2317,244214.357142857
2318,124375.013888889
2319,124375.013888889
2320,124375.013888889
2321,124375.013888889
2322,124375.013888889
2323,124375.013888889
2324,151007.352941176
2325,124375.013888889
2326,124375.013888889
2327,124375.013888889
2328,124375.013888889
2329,124375.013888889
2330,124375.013888889
2331,281964.525252525
2332,281964.525252525
2333,124375.013888889
2334,281964.525252525
2335,281964.525252525
2336,281964.525252525
2337,124375.013888889
2338,244214.357142857
2339,124375.013888889
2340,244214.357142857
2341,244214.357142857
2342,124375.013888889
2343,124375.013888889
2344,124375.013888889
2345,124375.013888889
2346,160832.164502164
2347,160832.164502164
2348,219094.791469194
2349,281964.525252525
2350,281964.525252525
2351,244214.357142857
2352,244214.357142857
2353,281964.525252525
2354,124375.013888889
2355,124375.013888889
2356,124375.013888889
2357,124375.013888889
2358,124375.013888889
2359,124375.013888889
2360,124375.013888889
2361,244214.357142857
2362,124375.013888889
2363,124375.013888889
2364,124375.013888889
2365,173613.584745763
2366,173613.584745763
2367,173613.584745763
2368,173613.584745763
2369,173613.584745763
2370,173613.584745763
2371,173613.584745763
2372,182957.190217391
2373,219094.791469194
2374,281964.525252525
2375,124375.013888889
2376,124375.013888889
2377,244214.357142857
2378,124375.013888889
2379,124375.013888889
2380,124375.013888889
2381,244214.357142857
2382,244214.357142857
2383,124375.013888889
2384,124375.013888889
2385,244214.357142857
2386,124375.013888889
2387,124375.013888889
2388,124375.013888889
2389,124375.013888889
2390,124375.013888889
2391,124375.013888889
2392,124375.013888889
2393,124375.013888889
2394,124375.013888889
2395,124375.013888889
2396,124375.013888889
2397,124375.013888889
2398,141436.842105263
2399,124375.013888889
2400,124375.013888889
2401,124375.013888889
2402,124375.013888889
2403,124375.013888889
2404,124375.013888889
2405,151007.352941176
2406,124375.013888889
2407,124375.013888889
2408,124375.013888889
2409,124375.013888889
2410,124375.013888889
2411,124375.013888889
2412,124375.013888889
2413,124375.013888889
2414,124375.013888889
2415,124375.013888889
2416,124375.013888889
2417,124375.013888889
2418,124375.013888889
2419,124375.013888889
2420,124375.013888889
2421,124375.013888889
2422,124375.013888889
2423,124375.013888889
2424,124375.013888889
2425,281964.525252525
2426,124375.013888889
2427,124375.013888889
2428,151007.352941176
2429,124375.013888889
2430,124375.013888889
2431,124375.013888889
2432,124375.013888889
2433,124375.013888889
2434,124375.013888889
2435,124375.013888889
2436,124375.013888889
2437,124375.013888889
2438,124375.013888889
2439,124375.013888889
2440,124375.013888889
2441,124375.013888889
2442,124375.013888889
2443,124375.013888889
2444,141436.842105263
2445,124375.013888889
2446,124375.013888889
2447,124375.013888889
2448,124375.013888889
2449,124375.013888889
2450,124375.013888889
2451,124375.013888889
2452,124375.013888889
2453,124375.013888889
2454,124375.013888889
2455,124375.013888889
2456,124375.013888889
2457,124375.013888889
2458,124375.013888889
2459,124375.013888889
2460,124375.013888889
2461,124375.013888889
2462,124375.013888889
2463,124375.013888889
2464,124375.013888889
2465,124375.013888889
2466,124375.013888889
2467,124375.013888889
2468,124375.013888889
2469,124375.013888889
2470,151007.352941176
2471,124375.013888889
2472,124375.013888889
2473,124375.013888889
2474,124375.013888889
2475,281964.525252525
2476,124375.013888889
2477,124375.013888889
2478,124375.013888889
2479,124375.013888889
2480,124375.013888889
2481,124375.013888889
2482,124375.013888889
2483,244214.357142857
2484,124375.013888889
2485,124375.013888889
2486,244214.357142857
2487,281964.525252525
2488,124375.013888889
2489,244214.357142857
2490,244214.357142857
2491,124375.013888889
2492,124375.013888889
2493,124375.013888889
2494,124375.013888889
2495,244214.357142857
2496,244214.357142857
2497,124375.013888889
2498,124375.013888889
2499,124375.013888889
2500,124375.013888889
2501,124375.013888889
2502,124375.013888889
2503,124375.013888889
2504,141436.842105263
2505,124375.013888889
2506,124375.013888889
2507,244214.357142857
2508,124375.013888889
2509,124375.013888889
2510,124375.013888889
2511,124375.013888889
2512,124375.013888889
2513,124375.013888889
2514,244214.357142857
2515,124375.013888889
2516,124375.013888889
2517,124375.013888889
2518,124375.013888889
2519,124375.013888889
2520,124375.013888889
2521,124375.013888889
2522,124375.013888889
2523,244214.357142857
2524,124375.013888889
2525,124375.013888889
2526,124375.013888889
2527,124375.013888889
2528,124375.013888889
2529,124375.013888889
2530,124375.013888889
2531,124375.013888889
2532,124375.013888889
2533,124375.013888889
2534,124375.013888889
2535,124375.013888889
2536,124375.013888889
2537,124375.013888889
2538,124375.013888889
2539,124375.013888889
2540,124375.013888889
2541,124375.013888889
2542,124375.013888889
2543,124375.013888889
2544,124375.013888889
2545,124375.013888889
2546,124375.013888889
2547,124375.013888889
2548,124375.013888889
2549,124375.013888889
2550,244214.357142857
2551,124375.013888889
2552,124375.013888889
2553,124375.013888889
2554,124375.013888889
2555,124375.013888889
